,Unnamed: 0,Sentiment,Cross_Lingual_Text,Processed_text,Translated_text,FULL_kannada
52,52,3,Fix CCTV ......confirm,Fix CCTV confirm,ಸಿಸಿಟಿವಿ ಸರಿಪಡಿಸಿ ಖಚಿತಪಡಿಸಿ,ಸಿಸಿಟಿವಿ ಸರಿಪಡಿಸಿ ಖಚಿತಪಡಿಸಿ
53,53,3,Priya Goudar,Priya Goudar,ಆತ್ಮೀಯ ಗೌಡರ್,ಆತ್ಮೀಯ ಗೌಡರ್
54,54,2,Nane nam vasthu pradashnke bandidru gotha,Nane nam vasthu pradashnke bandidru gotha,ನಾನೆ ನಮ ವಸ್ತು ಪ್ರದಶನಕೆ ಬಂದಿದ್ರು ಗೊತ್ತ,ನಾನೆ ನಮ ವಸ್ತು ಪ್ರದಶನಕೆ ಬಂದಿದ್ರು ಗೊತ್ತ
55,55,0,Nejwad deushya torishi eg heliddu,Nejwad deushya torishi eg heliddu,ನಿಜ್ವಾಡ್ ದೇಕ್ಷ್ಯ ತೋರಿಶಿ ಎಗ್ ಹೇಳಿದ್ದು,ನಿಜ್ವಾಡ್ ದೇಕ್ಷ್ಯ ತೋರಿಶಿ ಎಗ್ ಹೇಳಿದ್ದು
56,56,1,Adu igala 1960 ali nadedidu doctor incident,Adu igala 1960 ali nadedidu doctor incident,ಅದು ಈಗಲೇ ೧೯೬೦ ಅಲಿ ನಡೆದಿದು ಡಾಕ್ಟರ್ ಇನ್ಸಿಡೆಂಟ್,ಅದು ಈಗಲೇ ೧೯೬೦ ಅಲಿ ನಡೆದಿದು ಡಾಕ್ಟರ್ ಇನ್ಸಿಡೆಂಟ್
57,57,1,Nama village ge bandidru,Nama village ge bandidru,ನಮ ವಿಲೇಜ್ ಗೆ ಬಂದಿದ್ರು,ನಮ ವಿಲೇಜ್ ಗೆ ಬಂದಿದ್ರು
58,58,0,ಹೇಡಿ ಅಶ್ವತ್ಥಾಮ ಚಕ್ರವ್ಯೂಹದಲ್ಲಿ ಅಭಿಮನ್ಯುವನ್ನು ಎದುರಿಸಲಾಗದೆ ಪ್ರಾರಂಭದಲ್ಲೇ ಜೀವ ಉಳಿಸಿಕೊಳ್ಳುವ ಸಲುವಾಗಿ ಪಲಾಯನ ಮಾಡಿಬಿಟ್ಟ.... ಕೊನೆಯಲ್ಲಿ ಲೋಫರ್ ದುರ್ಯೋಧನನ ಮಾತು ಕೇಳಿ ಶಾಪಗ್ರಸ್ಥನಾಗಿ ಕಲಿಯುಗದಲ್ಲೇ ತಿರುಗಾಡುತ್ತಿದ್ದಾನೆ.... ಒಂದು ವೇಳೆ ನನ್ನ ಕೈಗೆನಾದರೂ ಸಿಕ್ಕರೆ ಅವನನ್ನು ಛೇಡಿಸದೆ ಬಿಡಲಾರೆನು,ಹೇಡಿ ಅಶ್ವತ್ಥಾಮ ಚಕ್ರವ್ಯೂಹದಲ್ಲಿ ಅಭಿಮನ್ಯುವನ್ನು ಎದುರಿಸಲಾಗದೆ ಪ್ರಾರಂಭದಲ್ಲೇ ಜೀವ ಉಳಿಸಿಕೊಳ್ಳುವ ಸಲುವಾಗಿ ಪಲಾಯನ ಮಾಡಿಬಿಟ್ಟ ಕೊನೆಯಲ್ಲಿ ಲೋಫರ್ ದುರ್ಯೋಧನನ ಮಾತು ಕೇಳಿ ಶಾಪಗ್ರಸ್ಥನಾಗಿ ಕಲಿಯುಗದಲ್ಲೇ ತಿರುಗಾಡುತ್ತಿದ್ದಾನೆ ಒಂದು ವೇಳೆ ನನ್ನ ಕೈಗೆನಾದರೂ ಸಿಕ್ಕರೆ ಅವನನ್ನು ಛೇಡಿಸದೆ ಬಿಡಲಾರೆನು,ಹೇಡಿ ಅಶ್ವತ್ಥಾಮ ಚಕ್ರವ್ಯೂಹದಲ್ಲಿ ಅಭಿಮನ್ಯುವನ್ನು ಎದುರಿಸಲಾಗದೆ ಪ್ರಾರಂಭದಲ್ಲೇ ಜೀವ ಉಳಿಸಿಕೊಳ್ಳುವ ಸಲುವಾಗಿ ಪಲಾಯನ ಮಾಡಿಬಿಟ್ಟ ಕೊನೆಯಲ್ಲಿ ಲೋಫರ್ ದುರ್ಯೋಧನನ ಮಾತು ಕೇಳಿ ಶಾಪಗ್ರಸ್ಥನಾಗಿ ಕಲಿಯುಗದಲ್ಲೇ ತಿರುಗಾಡುತ್ತಿದ್ದಾನೆ ಒಂದು ವೇಳೆ ನನ್ನ ಕೈಗೆನಾದರೂ ಸಿಕ್ಕರೆ ಅವನನ್ನು ಛೇಡಿಸದೆ ಬಿಡಲಾರೆನು,ಹೇಡಿ ಅಶ್ವತ್ಥಾಮ ಚಕ್ರವ್ಯೂಹದಲ್ಲಿ ಅಭಿಮನ್ಯುವನ್ನು ಎದುರಿಸಲಾಗದೆ ಪ್ರಾರಂಭದಲ್ಲೇ ಜೀವ ಉಳಿಸಿಕೊಳ್ಳುವ ಸಲುವಾಗಿ ಪಲಾಯನ ಮಾಡಿಬಿಟ್ಟ ಕೊನೆಯಲ್ಲಿ ಲೋಫರ್ ದುರ್ಯೋಧನನ ಮಾತು ಕೇಳಿ ಶಾಪಗ್ರಸ್ಥನಾಗಿ ಕಲಿಯುಗದಲ್ಲೇ ತಿರುಗಾಡುತ್ತಿದ್ದಾನೆ ಒಂದು ವೇಳೆ ನನ್ನ ಕೈಗೆನಾದರೂ ಸಿಕ್ಕರೆ ಅವನನ್ನು ಛೇಡಿಸದೆ ಬಿಡಲಾರೆನು
59,59,1,ಸರ್ ಕೆಲವು ಸತ್ಯಗಳನ್ನ ಜಾಸ್ತಿ ಹುದುಕಿ ತಗಿಬರ್ದು ಆದ್ರೆ ಅದು ಸತ್ಯವೇ ಆಗಿರುತ್ತದೆ,ಸರ್ ಕೆಲವು ಸತ್ಯಗಳನ್ನ ಜಾಸ್ತಿ ಹುದುಕಿ ತಗಿಬರ್ದು ಆದ್ರೆ ಅದು ಸತ್ಯವೇ ಆಗಿರುತ್ತದೆ,ಸರ್ ಕೆಲವು ಸತ್ಯಗಳನ್ನ ಜಾಸ್ತಿ ಹುದುಕಿ ತಗಿಬರ್ದು ಆದ್ರೆ ಅದು ಸತ್ಯವೇ ಆಗಿರುತ್ತದೆ,ಸರ್ ಕೆಲವು ಸತ್ಯಗಳನ್ನ ಜಾಸ್ತಿ ಹುದುಕಿ ತಗಿಬರ್ದು ಆದ್ರೆ ಅದು ಸತ್ಯವೇ ಆಗಿರುತ್ತದೆ
60,60,0,No way chance illa  ivaga elli edane proof kodi  nambteevi,No way chance illa ivaga elli edane proof kodi nambteevi,ನೋ ವೆ ಚಾನ್ಸ್ ಇಲ್ಲ ಇವಾಗ ಎಲ್ಲಿ ಎಡನೆ ಪ್ರೂಫ್ ಕೋಡಿ ನಂಬುತ್ತೀವಿ,ನೋ ವೆ ಚಾನ್ಸ್ ಇಲ್ಲ ಇವಾಗ ಎಲ್ಲಿ ಎಡನೆ ಪ್ರೂಫ್ ಕೋಡಿ ನಂಬುತ್ತೀವಿ
61,61,0,All fake bro nija vishaya maatra heli bro ummane janara manasalli sullu nambike yanna huttisa bedi plzzzz,All fake bro nija vishaya maatra heli bro ummane janara manasalli sullu nambike yanna huttisa bedi plzzzz,ಎಲ್ಲ ಫೇಕ್ ಬ್ರೋ ನಿಜ ವಿಷಯ ಮಾತ್ರ ಹೇಳಿ ಬ್ರೋ ಉಮ್ಮನೆ ಜನರ ಮನಸಲ್ಲಿ ಸುಳ್ಳು ನಂಬಿಕೆ ಯನ್ನ ಹುಟ್ಟಿಸ ಬೇಡಿ ಪ್ಲಝ್ಝ್,ಎಲ್ಲ ಫೇಕ್ ಬ್ರೋ ನಿಜ ವಿಷಯ ಮಾತ್ರ ಹೇಳಿ ಬ್ರೋ ಉಮ್ಮನೆ ಜನರ ಮನಸಲ್ಲಿ ಸುಳ್ಳು ನಂಬಿಕೆ ಯನ್ನ ಹುಟ್ಟಿಸ ಬೇಡಿ ಪ್ಲಝ್ಝ್
62,62,2,ಅಶ್ವಥ್ಥಾಮ ಚಿರಂಜೀವಿ ಆಗಿದ್ದು ಹೇಗೆ,ಅಶ್ವಥ್ಥಾಮ ಚಿರಂಜೀವಿ ಆಗಿದ್ದು ಹೇಗೆ,ಅಶ್ವಥ್ಥಾಮ ಚಿರಂಜೀವಿ ಆಗಿದ್ದು ಹೇಗೆ,ಅಶ್ವಥ್ಥಾಮ ಚಿರಂಜೀವಿ ಆಗಿದ್ದು ಹೇಗೆ
64,64,0,Ramayana agiye 500 varsha ayeetu indu sullu yakandre 5000yer back hege,Ramayana agiye 500 varsha ayeetu indu sullu yakandre 5000yer back hege,ರಾಮಾಯಣ ಆಗಿಯೇ ೫೦೦ ವರ್ಷ ಅಯೀತು ಇಂದು ಸುಳ್ಳು ಯಾಕಂದ್ರೆ ೫೦೦೦ಯೆರ್ ಬ್ಯಾಕ್ ಹೇಗೆ,ರಾಮಾಯಣ ಆಗಿಯೇ ೫೦೦ ವರ್ಷ ಅಯೀತು ಇಂದು ಸುಳ್ಳು ಯಾಕಂದ್ರೆ ೫೦೦೦ಯೆರ್ ಬ್ಯಾಕ್ ಹೇಗೆ
65,65,2,magaluru kade kalsi avanannu .navu avanige maddu kodthive.,magaluru kade kalsi avanannu navu avanige maddu kodthive,ಮಗಳೂರು ಕಡೆ ಕಳ್ಸಿ ಅವನನ್ನು ನಾವು ಅವನಿಗೆ ಮದ್ದು ಕೊಡ್ತಿವೆ,ಮಗಳೂರು ಕಡೆ ಕಳ್ಸಿ ಅವನನ್ನು ನಾವು ಅವನಿಗೆ ಮದ್ದು ಕೊಡ್ತಿವೆ
66,66,3,Duplicate  video,Duplicate video,ನಕಲಿ ವೀಡಿಯೊ,ನಕಲಿ ವೀಡಿಯೊ
67,67,0,Navu kuri Alla guru kaliyugada kaligallu,Navu kuri Alla guru kaliyugada kaligallu,ನಾವು ಕುರಿ ಅಲ್ಲ ಗುರು ಕಲಿಯುಗದ ಕಲಿಗಲ್ಲು,ನಾವು ಕುರಿ ಅಲ್ಲ ಗುರು ಕಲಿಯುಗದ ಕಲಿಗಲ್ಲು
68,68,0,Yakri janagalna dari tapso kelsa madtira,Yakri janagalna dari tapso kelsa madtira,ಯಾಕ್ರೀ ಜನಗಲ್ನ ದಾರಿ ತಪಿಸೋ ಕೆಲಸ ಮಾಡ್ತಿರಾ,ಯಾಕ್ರೀ ಜನಗಲ್ನ ದಾರಿ ತಪಿಸೋ ಕೆಲಸ ಮಾಡ್ತಿರಾ
69,69,0,Nija heludre heege,Nija heludre heege,ನಿಜ ಹೇಳುದ್ರೆ ಹೀಗೆ,ನಿಜ ಹೇಳುದ್ರೆ ಹೀಗೆ
70,70,1,Eddane annodu nanna nambike.aadre ashvataamanige kannadada bartita anodu davtu,Eddane annodu nanna nambikeaadre ashvataamanige kannadada bartita anodu davtu,ಎದ್ದಾನೆ ಅನ್ನೋದು ನನ್ನ ನಂಬಿಕೆಯಾದ್ರೆ ಅಶ್ವತ್ತಾಮನಿಗೆ ಕನ್ನಡದ ಬರ್ತಿತ ಅನೋದು ದಾವ್ತು,ಎದ್ದಾನೆ ಅನ್ನೋದು ನನ್ನ ನಂಬಿಕೆಯಾದ್ರೆ ಅಶ್ವತ್ತಾಮನಿಗೆ ಕನ್ನಡದ ಬರ್ತಿತ ಅನೋದು ದಾವ್ತು
71,71,0,Adu nambike ashte,Adu nambike ashte,ಅದು ನಂಬಿಕೆ ಅಷ್ಟೇ,ಅದು ನಂಬಿಕೆ ಅಷ್ಟೇ
72,72,1,ನಿಜ ಇದ್ರು ಇರಬಹುದು ಸರ್,ನಿಜ ಇದ್ರು ಇರಬಹುದು ಸರ್,ನಿಜ ಇದ್ರು ಇರಬಹುದು ಸರ್,ನಿಜ ಇದ್ರು ಇರಬಹುದು ಸರ್
73,73,0,Le nimmouna thullagaa naayi tunni saabarige huttida MidArimagane,Le nimmouna thullagaa naayi tunni saabarige huttida MidArimagane,ಲೇ ನಿಂಮೌನ ತುಲ್ಲಾಗಾ ನಾಯಿ ತುಣ್ಣಿ ಸಾಬರಿಗೆ ಹುಟ್ಟಿದ ಮಿದರಿಮಗನೇ,ಲೇ ನಿಂಮೌನ ತುಲ್ಲಾಗಾ ನಾಯಿ ತುಣ್ಣಿ ಸಾಬರಿಗೆ ಹುಟ್ಟಿದ ಮಿದರಿಮಗನೇ
74,74,1,ಅವನಿಗೆ ಕನ್ನಡ ಭಾಷೆ ಬರುತಿತ್ತ?,ಅವನಿಗೆ ಕನ್ನಡ ಭಾಷೆ ಬರುತಿತ್ತ,ಅವನಿಗೆ ಕನ್ನಡ ಭಾಷೆ ಬರುತಿತ್ತ,ಅವನಿಗೆ ಕನ್ನಡ ಭಾಷೆ ಬರುತಿತ್ತ
76,76,1,Ayo mostly avarige samskruti bhase barutee ansathe,Ayo mostly avarige samskruti bhase barutee ansathe,ಆಯೋ ಮೋಸ್ಟ್ಲಿ ಅವರಿಗೆ ಸಂಸ್ಕೃತಿ ಭಾಸೆ ಬರುತೀ ಅನ್ಸತ್ತೆ,ಆಯೋ ಮೋಸ್ಟ್ಲಿ ಅವರಿಗೆ ಸಂಸ್ಕೃತಿ ಭಾಸೆ ಬರುತೀ ಅನ್ಸತ್ತೆ
77,77,1,@Nithya Sudha avaru devategalu devategalige Ella bhashe barutte,Nithya Sudha avaru devategalu devategalige Ella bhashe barutte,ನಿತ್ಯ ಸುಧಾ ಅವರು ದೇವತೆಗಳು ದೇವತೆಗಳಿಗೆ ಎಲ್ಲಾ ಭಾಷೆ ಬರುತ್ತೆ,ನಿತ್ಯ ಸುಧಾ ಅವರು ದೇವತೆಗಳು ದೇವತೆಗಳಿಗೆ ಎಲ್ಲಾ ಭಾಷೆ ಬರುತ್ತೆ
79,79,1,Avnu yava language mathadodu,Avnu yava language mathadodu,ಅವ್ನು ಯಾವ ಲ್ಯಾಂಗ್ವೇಜ್ ಮಾತಾಡೋದು,ಅವ್ನು ಯಾವ ಲ್ಯಾಂಗ್ವೇಜ್ ಮಾತಾಡೋದು
81,81,1,ಕುಮಾರವ್ಯಾಸ ಅಂದರೆ ಗದುಗಿನ ನಾರಣಪ್ಪ ನವರ ಬಗ್ಗೆ ಅಭ್ಯಾಸ ಮಾಡಿ,ಕುಮಾರವ್ಯಾಸ ಅಂದರೆ ಗದುಗಿನ ನಾರಣಪ್ಪ ನವರ ಬಗ್ಗೆ ಅಭ್ಯಾಸ ಮಾಡಿ,ಕುಮಾರವ್ಯಾಸ ಅಂದರೆ ಗದುಗಿನ ನಾರಣಪ್ಪ ನವರ ಬಗ್ಗೆ ಅಭ್ಯಾಸ ಮಾಡಿ,ಕುಮಾರವ್ಯಾಸ ಅಂದರೆ ಗದುಗಿನ ನಾರಣಪ್ಪ ನವರ ಬಗ್ಗೆ ಅಭ್ಯಾಸ ಮಾಡಿ
83,83,1,Sir avrudu bhashe yavdu a doctor bali yav bhashe matanadid ?,Sir avrudu bhashe yavdu a doctor bali yav bhashe matanadid,ಸರ್ ಅವ್ರುದು ಭಾಷೆ ಯಾವ್ದು ಆ ಡಾಕ್ಟರ್ ಬಳಿ ಯಾವ ಭಾಷೆ ಮಾತನಾಡಿದ್,ಸರ್ ಅವ್ರುದು ಭಾಷೆ ಯಾವ್ದು ಆ ಡಾಕ್ಟರ್ ಬಳಿ ಯಾವ ಭಾಷೆ ಮಾತನಾಡಿದ್
84,84,2,Ashwatama ge Kannada barutte yenri,Ashwatama ge Kannada barutte yenri,ಅಶ್ವತ್ತಾಮ ಗೆ ಕನ್ನಡ ಬರುತ್ತೆ ಏನ್ರೀ,ಅಶ್ವತ್ತಾಮ ಗೆ ಕನ್ನಡ ಬರುತ್ತೆ ಏನ್ರೀ
85,85,0,Illa guru.. Ashwatama na.. Bhaashe ivrige. Barutte ansutte....,Illa guru Ashwatama na Bhaashe ivrige Barutte ansutte,ಇಲ್ಲ ಗುರು ಅಶ್ವತ್ತಾಮ ನ ಭಾಷೆ ಇವ್ರಿಗೆ ಬರುತ್ತೆ ಅನ್ಸುತ್ತೆ,ಇಲ್ಲ ಗುರು ಅಶ್ವತ್ತಾಮ ನ ಭಾಷೆ ಇವ್ರಿಗೆ ಬರುತ್ತೆ ಅನ್ಸುತ್ತೆ
86,86,0,@Akki MAnna summan namana huchhar olage tagyatara,Akki MAnna summan namana huchhar olage tagyatara,ಅಕ್ಕಿ ಮಣ್ಣ ಸುಮ್ಮನ್ ನಮನ ಹುಚ್ಚರ್ ಒಳಗೆ ತಗ್ಯಾತರ,ಅಕ್ಕಿ ಮಣ್ಣ ಸುಮ್ಮನ್ ನಮನ ಹುಚ್ಚರ್ ಒಳಗೆ ತಗ್ಯಾತರ
88,88,2,Ashwatama ge Hindi barutte yenri,Ashwatama ge Hindi barutte yenri,ಅಶ್ವತ್ತಾಮ ಗೆ ಹಿಂದಿ ಬರುತ್ತೆ ಏನ್ರೀ,ಅಶ್ವತ್ತಾಮ ಗೆ ಹಿಂದಿ ಬರುತ್ತೆ ಏನ್ರೀ
89,89,0,Namboke sadyane illa,Namboke sadyane illa,ನಂಬೋಕೆ ಸದ್ಯನೇ ಇಲ್ಲ,ನಂಬೋಕೆ ಸದ್ಯನೇ ಇಲ್ಲ
90,90,1,ಸರ್ ನೀವು ಹೇಳಿದ ಪ್ರತಿಯೊಂದು ಮಾತೂ ನಿಜ.ಜೊತೆಗೆ ಇದರಿಂದ ಸ್ವಲ್ಪವಾದರೂ ಕಲಿತು ಚಿಕ್ಕ ಮಟ್ಟದಲ್ಲಿ ದೇಶದ ಅಭಿವೃದ್ಧಿಗೆ ಪೂರಕವಾದ ಶಿಕ್ಷಣ ಮತ್ತು ಉತ್ಪಾದನೆಯ ಮಾರ್ಗದಲ್ಲಿ ನಡೆಯಲು ಶುರು ಮಾಡಲೇಬೇಕಾದ ಕಾಲವಿದು.ಬನ್ನಿ ಗ್ರಾಮೀಣ ಒಕ್ಕೂಟವಾದ ನಮ್ಮ ಗ್ರಾಮಗಳಲ್ಲಿರುವ ಮೂಲಗಳನ್ನೇ ಉಪಯೋಗಿಸಿಕೊಂಡು ನಮ್ಮ ಹಳ್ಳಿಯ ಜನರ ಅವಶ್ಯಕತೆಗಳ್ನ ನಮ್ಮ ಹಳ್ಳಿಗಳಲ್ಲಿಯೇ ದೊರೆಯುವ ವಸ್ತುಗಳನ್ನು ಬಳಸಿ ಪೂರೈಸುವ ಕೆಲಸಕ್ಕೆ ಮುಂದಾಗೋಣ.ಇದೇ ನಮ್ಮ ಭವ್ಯ ಬಲಿಷ್ಠ ಭಾರತದ ನಿರ್ಮಾಣಕ್ಕೆ ಮೊದಲ ಹೆಜ್ಜೆ.,ಸರ್ ನೀವು ಹೇಳಿದ ಪ್ರತಿಯೊಂದು ಮಾತೂ ನಿಜಜೊತೆಗೆ ಇದರಿಂದ ಸ್ವಲ್ಪವಾದರೂ ಕಲಿತು ಚಿಕ್ಕ ಮಟ್ಟದಲ್ಲಿ ದೇಶದ ಅಭಿವೃದ್ಧಿಗೆ ಪೂರಕವಾದ ಶಿಕ್ಷಣ ಮತ್ತು ಉತ್ಪಾದನೆಯ ಮಾರ್ಗದಲ್ಲಿ ನಡೆಯಲು ಶುರು ಮಾಡಲೇಬೇಕಾದ ಕಾಲವಿದುಬನ್ನಿ ಗ್ರಾಮೀಣ ಒಕ್ಕೂಟವಾದ ನಮ್ಮ ಗ್ರಾಮಗಳಲ್ಲಿರುವ ಮೂಲಗಳನ್ನೇ ಉಪಯೋಗಿಸಿಕೊಂಡು ನಮ್ಮ ಹಳ್ಳಿಯ ಜನರ ಅವಶ್ಯಕತೆಗಳ್ನ ನಮ್ಮ ಹಳ್ಳಿಗಳಲ್ಲಿಯೇ ದೊರೆಯುವ ವಸ್ತುಗಳನ್ನು ಬಳಸಿ ಪೂರೈಸುವ ಕೆಲಸಕ್ಕೆ ಮುಂದಾಗೋಣಇದೇ ನಮ್ಮ ಭವ್ಯ ಬಲಿಷ್ಠ ಭಾರತದ ನಿರ್ಮಾಣಕ್ಕೆ ಮೊದಲ ಹೆಜ್ಜೆ,ಸರ್ ನೀವು ಹೇಳಿದ ಪ್ರತಿಯೊಂದು ಮಾತೂ ನಿಜಜೊತೆಗೆ ಇದರಿಂದ ಸ್ವಲ್ಪವಾದರೂ ಕಲಿತು ಚಿಕ್ಕ ಮಟ್ಟದಲ್ಲಿ ದೇಶದ ಅಭಿವೃದ್ಧಿಗೆ ಪೂರಕವಾದ ಶಿಕ್ಷಣ ಮತ್ತು ಉತ್ಪಾದನೆಯ ಮಾರ್ಗದಲ್ಲಿ ನಡೆಯಲು ಶುರು ಮಾಡಲೇಬೇಕಾದ ಕಾಲವಿದುಬನ್ನಿ ಗ್ರಾಮೀಣ ಒಕ್ಕೂಟವಾದ ನಮ್ಮ ಗ್ರಾಮಗಳಲ್ಲಿರುವ ಮೂಲಗಳನ್ನೇ ಉಪಯೋಗಿಸಿಕೊಂಡು ನಮ್ಮ ಹಳ್ಳಿಯ ಜನರ ಅವಶ್ಯಕತೆಗಳ್ನ ನಮ್ಮ ಹಳ್ಳಿಗಳಲ್ಲಿಯೇ ದೊರೆಯುವ ವಸ್ತುಗಳನ್ನು ಬಳಸಿ ಪೂರೈಸುವ ಕೆಲಸಕ್ಕೆ ಮುಂದಾಗೋಣಇದೇ ನಮ್ಮ ಭವ್ಯ ಬಲಿಷ್ಠ ಭಾರತದ ನಿರ್ಮಾಣಕ್ಕೆ ಮೊದಲ ಹೆಜ್ಜೆ,ಸರ್ ನೀವು ಹೇಳಿದ ಪ್ರತಿಯೊಂದು ಮಾತೂ ನಿಜಜೊತೆಗೆ ಇದರಿಂದ ಸ್ವಲ್ಪವಾದರೂ ಕಲಿತು ಚಿಕ್ಕ ಮಟ್ಟದಲ್ಲಿ ದೇಶದ ಅಭಿವೃದ್ಧಿಗೆ ಪೂರಕವಾದ ಶಿಕ್ಷಣ ಮತ್ತು ಉತ್ಪಾದನೆಯ ಮಾರ್ಗದಲ್ಲಿ ನಡೆಯಲು ಶುರು ಮಾಡಲೇಬೇಕಾದ ಕಾಲವಿದುಬನ್ನಿ ಗ್ರಾಮೀಣ ಒಕ್ಕೂಟವಾದ ನಮ್ಮ ಗ್ರಾಮಗಳಲ್ಲಿರುವ ಮೂಲಗಳನ್ನೇ ಉಪಯೋಗಿಸಿಕೊಂಡು ನಮ್ಮ ಹಳ್ಳಿಯ ಜನರ ಅವಶ್ಯಕತೆಗಳ್ನ ನಮ್ಮ ಹಳ್ಳಿಗಳಲ್ಲಿಯೇ ದೊರೆಯುವ ವಸ್ತುಗಳನ್ನು ಬಳಸಿ ಪೂರೈಸುವ ಕೆಲಸಕ್ಕೆ ಮುಂದಾಗೋಣಇದೇ ನಮ್ಮ ಭವ್ಯ ಬಲಿಷ್ಠ ಭಾರತದ ನಿರ್ಮಾಣಕ್ಕೆ ಮೊದಲ ಹೆಜ್ಜೆ
91,91,2,Prajakeeyada bagge videos madi please,Prajakeeyada bagge videos madi please,ಪ್ರಜಕೀಯದ ಬಗ್ಗೆ ವೀಡಿಯೋಸ್ ಮಾಡಿ ಪ್ಲೀಸ್,ಪ್ರಜಕೀಯದ ಬಗ್ಗೆ ವೀಡಿಯೋಸ್ ಮಾಡಿ ಪ್ಲೀಸ್
92,92,2,ನಿಜ ನಾ ಇಷ್ಟು ಚನ್ನಾಗಿ  ಹೇಳಿದಿರ,ನಿಜ ನಾ ಇಷ್ಟು ಚನ್ನಾಗಿ ಹೇಳಿದಿರ,ನಿಜ ನಾ ಇಷ್ಟು ಚನ್ನಾಗಿ ಹೇಳಿದಿರ,ನಿಜ ನಾ ಇಷ್ಟು ಚನ್ನಾಗಿ ಹೇಳಿದಿರ
93,93,3,Hinene sariyagide sir,Hinene sariyagide sir,ಹೀನೇನೇ ಸರಿಯಾಗಿದೆ ಸರ್,ಹೀನೇನೇ ಸರಿಯಾಗಿದೆ ಸರ್
94,94,2,Yar bekadru PM agakke agolla,Yar bekadru PM agakke agolla,ಯಾರ್ ಬೇಕಾದ್ರೂ ಪಿಎಂ ಆಗಕ್ಕೆ ಆಗೋಲ್ಲ,ಯಾರ್ ಬೇಕಾದ್ರೂ ಪಿಎಂ ಆಗಕ್ಕೆ ಆಗೋಲ್ಲ
95,95,3,Navu. Rent tagondu,Navu Rent tagondu,ನಾವು ರೆಂಟ್ ತಗೊಂಡು,ನಾವು ರೆಂಟ್ ತಗೊಂಡು
96,96,1,oba mele hogutidane andre navanige melle hogokke sahay madobadallu avan kalu aledu kelage billisoke nodo janare nammalijas,oba mele hogutidane andre navanige melle hogokke sahay madobadallu avan kalu aledu kelage billisoke nodo janare nammalijas,ಒಬ ಮೇಲೆ ಹೋಗುತಿದಾನೆ ಅಂದ್ರೆ ನವನಿಗೆ ಮೆಳ್ಳೆ ಹೋಗೋಕ್ಕೆ ಸಹಾಯ್ ಮಾಡೋಬದಲ್ಲೂ ಅವನ್ ಕಲು ಅಳೆದು ಕೆಳಗೆ ಬಿಲ್ಲಿಸೋಕೆ ನೋಡೋ ಜನರೇ ನಮ್ಮಲಿಜಸ್,ಒಬ ಮೇಲೆ ಹೋಗುತಿದಾನೆ ಅಂದ್ರೆ ನವನಿಗೆ ಮೆಳ್ಳೆ ಹೋಗೋಕ್ಕೆ ಸಹಾಯ್ ಮಾಡೋಬದಲ್ಲೂ ಅವನ್ ಕಲು ಅಳೆದು ಕೆಳಗೆ ಬಿಲ್ಲಿಸೋಕೆ ನೋಡೋ ಜನರೇ ನಮ್ಮಲಿಜಸ್
